评论,打分,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在这个春日暖阳下蟠龙天地迎来了 1??周岁的盛典今年也迎来了首届江南风物季将江南的织造艺术融入海派都市的日常生活-超壮观的水上巨型装置??苏式盘扣江南龙船荡漾在湖面上香花桥蟠龙牌坊北市教堂附近油纸伞??每一处都展现着江南织造的独特魅力在诗经演天工织物美学体验快闪空间里也领略到了江南织造的精髓-??宠物友好有专属的宠物公园? 游玩建议游玩2-3小时 想看夜景建议下午到-?? 地点蟠龙天地蟠鼎路123弄8号?? 交通地铁17号线蟠龙路 3号口出 步行983m 自驾停车???? 门票??-?? 马上到五一正好迎来蟠龙天地首届风物季这里是春天就要上春山的绝佳去处快来蟠龙天地感受城市微度假的轻松惬意享受假日的悠闲时光吧,10,"春日暖阳,江南风物季,江南织造艺术,海派都市,水上巨型装置,苏式盘扣,江南龙船,香花桥,蟠龙牌坊,北市教堂,油纸伞,江南织造,诗经演天工,织物美学体验快闪空间,宠物友好,宠物公园,城市微度假,轻松惬意,假日,悠闲时光",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
可可爱爱心情愉快??????大家可以去逛上海蟠龙天地的HARMAY话梅店铺是面包工坊主题店里面有TYAKASHA的店中店有许多专属定制的产品可以买到[色色R][大笑R][派对R],8,"可可爱爱,心情愉快,上海蟠龙天地,HARMAY话梅,面包工坊,TYAKASHA,店中店,专属定制,产品",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设计师力求避免传统商业演出空间的繁复装饰与夜店属性通过声学空间的原型探索及自然材料的使用增强火塘特有的文艺性和精神性使其成为供人疗愈心灵的场所及精神文化空间项目名称漾应的火塘蟠龙天地店项目地点中国上海???????????? ????上海实在建筑设计工作室.,8,"古镇原貌,商业水平不高,童年的梦",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蕞近都开了特意来蟠龙拍照游玩还解锁了一家潮汕融合餐厅??工作日点晚上居然满坐一定很好吃??春季上新香椿豆腐将香椿芽与白水洋豆腐搭配口味清淡清爽满是春天的气息半煎煮海鱼保留海鱼鲜味尽显潮汕菜对食材本味的追求砂锅妙龄乳鸽非常有特色肉质鲜嫩多汁在外面没吃到过这种口味的hin推荐如果头一回来这边吃饭一定要试试冰皮抹茶糕桂花酒酿米浆口感清甜为味蕾带来别样享受就餐时特意点了潮汕比较有代表的凤凰单枞聊天品茗尝着美味惬意十足无论是菜品还是环境这里都是朋友聚会的不二之选透过窗外樱花一览无余开的正旺此刻沉浸式感受这份春色??,10,"古镇,潮汕融合餐厅,满坐,香椿豆腐,春天的气息,海鱼,鲜味,砂锅妙龄乳鸽,特色,肉质鲜嫩多汁,冰皮抹茶糕,桂花酒酿米浆,口感清甜,凤凰单枞,聊天品茗,樱花,春色",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
这是离虹桥枢纽最近的一个小镇是上海首批城中村改造项目之一也是老东家的项目总体感觉它既是古镇又是区域商业说起蛇年将近谁能拒绝这满满少女心的粉龙蛇呢整体小镇新老建筑错落有致怎么看都不会腻重点是沿河岸的餐厅咖啡店都有景观位坐在河边吹吹风看看小桥流水放空一下真非常舒服也是冬季晒晒太阳的好去处蟠龙天地位于上海虹桥商务区是瑞安房地产Urban Retreat城市微度假产品线的首个项目其前身蟠龙镇始于隋建于宋兴于明清拥有1400余年历史?小镇以文化唤醒自然融合城市焕新为理念保留了传统十字街的空间肌理修缮了20多处历史建筑如程家祠堂香花桥和凤来桥等?在建筑风貌上承袭江南水乡粉墙黛瓦的特色并融合现代设计形成了新老建筑错落有致的布局?PS近期还有新春庙会蟠龙水集年味氛围拉满小镇宠物友好不用担心娃一个人在家特别点赞17号地铁线上海话方言报站这应该是我继广东香港乌鲁木齐第四个听到地铁方言报站的城市??地址蟠龙天地青浦区蟠鼎路123弄8号??公共交通地铁17号线蟠龙路站2号口出地铁沿着指示牌走天桥步行12分钟??蟠龙天地PL1停车场C区离小镇方便出来就可以吃吃喝喝逛逛??FUJIFILM XS-20 /XF16-80??富士相机参数滤镜CC颗粒效果关色彩效果强 彩色FX蓝色强白平衡AUTO白色优先 R-2B-2色调曲线H-2 S0色彩+1锐度+2 高ISO降噪0清晰度0??富士相机参数暖调滤镜CC颗粒效果关色彩效果强 彩色FX蓝色强白平衡AUTO白色优先 R+2B-2色调曲线H-2 S+1色彩+1锐度+2 高ISO降噪-4清晰度0,10,"古镇,区域商业,粉龙蛇,新老建筑,沿河岸,餐厅,咖啡店,景观位,小桥流水,冬季,晒太阳,文化唤醒,自然融合,城市焕新,十字街,空间肌理,历史建筑,程家祠堂,香花桥,凤来桥,江南水乡,粉墙黛瓦,现代设计,布局,新春庙会,蟠龙水集,年味,宠物友好,17号地铁线,上海话方言报站",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
?? **魔都新爆款出片圣地蟠龙天地24小时胶片感攻略请收好** ??? **一半水墨江南一半摩登幻境**白墙青瓦摇橹船玻璃幕墙映晚霞谁说古镇只能穿汉服西装牛仔裙和百年石桥同框竟也毫无违和感?? **??必拍机位**? 古戏台转角处绿竹与钢筋的几何切割? 水巷咖啡馆把夕阳装进鎏金拿铁? 程家祠堂光影墙树影斑驳泼墨成诗? 石板桥俯拍游船划开天空之镜?? **追光时刻表**??15:00-17:00玻璃廊桥的克莱因蓝倒影??17:30-18:30金色潮汐漫过马头墙带反光板??19:00后灯笼亮起时穿越千年的电影感??Tips穿素色更高级广角拍建筑张力长焦抓屋檐与云对话九宫格根本塞不下这里的层次感手机调色往青橙撞色拉满**你更爱哪个时刻的蟠龙**????评论区蹲调色教程/机位导航,10,"古镇, 白墙青瓦, 玻璃幕墙, 摇橹船, 晚霞, 水墨江南, 摩登幻境, 古戏台, 绿竹, 钢筋, 几何切割, 水巷咖啡馆, 夕阳, 鎏金拿铁, 程家祠堂, 光影墙, 树影, 斑驳, 泼墨成诗, 石板桥, 游船, 天空之镜, 玻璃廊桥, 克莱因蓝, 倒影, 金色潮汐, 马头墙, 灯笼",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
来上海游玩不一定非要去市中心人挤人推荐??虹桥机场附近的三处绝美拍照地可以沉浸式感受魔都独有的海派文化气息??闵行区博物馆共有三个主题的陈列展厅一定要去看二楼的上海县七百年展诉说了从古至今的上海发展追根溯源的同时还复原了许多曾经的场景土著看了也大受震撼旁边还有一个宝龙美术馆可以一起参观???蟠龙古镇1400多年前就已存在的水乡古镇千年后被改造修复成了蟠龙天地商场但依旧保留了江南会客厅般的复古原貌建议傍晚时刻来刚亮起灯的古镇建筑真的绝美???虹桥凤颐酒店以一城一境的理念用魔都南洋旧梦作为主题完美展现了传统海派?时尚摩登的交织感??整个公区一步一景每一处都很出片??坐上八角亭里的黄包车穿越回老上海??走进后花园感受户外泳池和绿意盎然??感受中式茶艺室与西式壁炉的雪茄吧???42平米起3种主题房型宽敞又舒适??雅致的用餐环境高颜值与美味并存,9,"蟠龙古镇,江南会客厅,复古原貌,魔都,南洋旧梦,传统海派,时尚摩登,一步一景,老上海,户外泳池,绿意盎然,中式茶艺室,西式壁炉,雪茄吧,主题房型,用餐环境,高颜值,美味",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蟠龙天地花鸟水集是春天的气息呀[扯脸H],8,"蟠龙天地,花鸟水集,春天的气息",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023年11月蟠龙天地鲜牛腩砂锅煲,2023,古镇原貌,商业水平不高,童年的梦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
昨天我们导盲犬狗狗小队去了位于青浦的上海蟠龙天地游玩狗狗们在草坪上玩得可开心了,8,草坪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
现在那些靠着复制粘贴的古镇正在慢慢消失可上海蟠龙天地这个带着浓浓商业味的古镇却在春节期间单周销售额直接超过3000万客流更是突破了百万大关它到底做对了什么咱们今天就拆开来看看视频来源?@李晨晨商业更新观察?已授权?,7,古镇原貌,商业水平不高,童年的梦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天空飘着细雨在光影映衬下蟠龙天地美出了新高度,10,"细雨,光影,蟠龙天地,美出了新高度",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玩了一年皮划艇也就划过5次[笑哭R]第一次参加比赛 @跳岛 举办的 船@MRS先是手划船抢鸭子 一群成年人瞬间比小孩还疯[笑哭R]然后单艇赛和团队赛超好玩 二拖一也第八名有奖品 有粽子吃 还有超敬业的工作人员 大家都很享受也可以按时间租船感受一下?@上海蟠龙天地 水很干净 商业发达 很多可以逛 吃的喝的玩的 遛娃很好晚上灯光好看还有灯光秀三岁的娃今天超给力 也享受到了 居然也要自己划不一样的端午[大笑R],9,"水很干净,商业发达,灯光好看,灯光秀",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??地址青浦区蟠鼎路123弄8号??交通地铁17号线蟠龙路站3号出口??停车5个停车场8R/小时?时间3-4小时逛完喜欢打卡美食的集美们可以下午过去晚上在看个夜景晚上7点钟左右人流量比较少??美食百年龙袍蟹黄汤包馆环境古色古香大众点评上面点了全家福双人套餐实际上是三个女生吃刚好合适的量我们两个人吃不完黄金蟹粉板面/鲜虾小馄饨这两个挺不错的香港寶林糖水鋪环境复古港风点了一份香芒雪糕拉面两个人尝一尝份量很足点评说一般糖水铺子水准我个人觉得还不错的看自己口味吧Tapa Tapa环境在沿河二楼可以看到湖景和古镇风光适合拍照和用餐我们没有吃他们套餐三个人的话就吃套餐比较划算量很足点了三个菜只有海鲜塔不是很满意品质一般北娥螺有点腥总体逛下来感觉还不错的吃吃喝喝边逛边休息有靠河的咖啡店和差馆很喜欢这种有很多可以坐着休息的地方逛累了休息下接着走我们过去没有赶上水集以后有机会再过去吧??,7,"环境古色古香,黄金蟹粉板面,鲜虾小馄饨,环境复古港风,香芒雪糕拉面,份量很足,湖景,古镇风光,适合拍照,靠河的咖啡店,差馆,边逛边休息,水集",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第一次带小崽子打卡线下好朋??好朋??的大趴体??地点上海蟠龙天地逆子出门秒变菜猫全程哈或被哈个不停??天气真热呀不光爆炸头墨镜造型没用上衣服都当场剥掉了[满月R]姨姨们才是小崽子的舒适圈古镇风建筑超搭的最后依旧在一声声好帅好可爱中迷失自我[种草R]吧唧和社交贴贴都get啦[种草R]感谢@德文卷??社牛喵俱乐部 提供的伴手礼小崽子当场开动吃完又可以??????啦,9,"古镇风建筑,姨姨们,舒适圈,社交贴贴,伴手礼",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48H上海咖啡日记3 蓝瓶咖啡 BLUE BOTTLE 蟠龙天地村里没有到了上海必喝平时举铁没白练为了对齐颗粒度两只手要断了废片率99%这家蓝瓶店面设计感并不强利用了原有古建筑关山樱花拿铁糖浆太甜最后喝这一杯飞回北京牛马有自己的快捷通道和头等舱[笑哭R],1,"古镇原貌,商业水平不高,童年的梦",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
挺美一小镇晴天的景很出片,8,"美,小镇,晴天,景,出片",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蟠龙天地每一季都很好看怎么拍都好看在河边清闲的吃个漂亮饭非常惬意吃完饭直接夜景散步真的是泗泾人的后花园不知道吃什么来蟠龙天地就可以了,9,"蟠龙天地,河边,清闲,漂亮饭,惬意,夜景散步,泗泾人的后花园",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
最近带家人又去逛了蟠龙天地人很多很热闹感叹为何蟠龙天地好像越来越火比我上次来人还要多个人觉得大概有如下原因吧????地下停车场停车位充足????离市区近但又有乌镇风光很适合周末staycation????宠物友好可以遛狗????有免费的儿童乐园周末超多小朋友在玩????有好逛的市集甚至可以买到花花草草和农家产品????有很多环境不错味道也不错的餐厅不像很多景点都是千篇一律的臭豆腐和烤串就是排队有点久建议去之前提前在美团预约好我带老妈去的是Foodie Tempo美  时蟠龙天地店差不多提前三个小时团好套餐然后预约到店时间的到店可以直接就餐她家一楼有河边的景观位不过我更推荐二楼的户外景观位很安静惬意可以避开人群嘈杂我们在美团团了一个双人餐再单点了几个菜酱烤猪肋排和鹅肝蘑菇烩饭很好吃大家可以上美团??美时888抢尝鲜包花小钱体验隐藏吃法美团独享限时尝鲜优惠,9,"地下停车场,停车位充足,离市区近,乌镇风光,宠物友好,免费的儿童乐园,好逛的市集,环境不错,味道也不错的餐厅,Foodie Tempo美时蟠龙天地店,河边的景观位,二楼的户外景观位,酱烤猪肋排,鹅肝蘑菇烩饭,美团独享限时尝鲜优惠",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[红色心形R]蟠龙天地花间市过春天原本以为要错过魔都的樱花季了心里满是遗憾没想到在蟠龙天地遇上了春天最后的浪漫穿梭在亭台楼阁间遇见几树樱花开的正盛坐在树下花瓣零落下来洒在台阶上肩头甚至有几瓣调皮地飘到水杯里似乎要酿一杯樱花饮给我......此间乐不思蜀[蓝色心形R]春日打卡点今年是D1次来看蟠龙赏樱花在蟠龙庵旁有一片樱花径仿古建筑之间也点缀了一些还挺搭此外蟠龙还精心打造了多处春日主题装置正是赏花好时候[一R]梦呓花船装满繁花的梦中小船[种草R]位置南墅泾码头[二R]樱花径小河两岸盛开的樱花[种草R]位置蟠龙庵旁[三R]水岸花坞水曲桥和映月桥上巨型樱花装饰[种草R]位置水曲桥[四R]水岸花瀑布蟠龙市河两岸花开如瀑[种草R]位置香花桥旁[五R]南市花街彩色花瓣铺装的商业街[种草R]位置南市近gaga[六R]蟠龙水集以花鸟鱼虫主题集市[种草R]位置程祠草坪[七R]涵春鸟亭鸟语花香[种草R]位置涵春广场[八R]余德耀美术馆油菜花田[种草R]位置余德耀美术馆[紫色心形R]游览路线樱花径(蟠龙庵旁)->蟠龙水集(程祠草坪)->梦呓花船(近香花桥)->水岸花瀑布->涵春鸟亭->水岸花坞(瑭所)->南市花街->余德耀美术馆油菜花.,9,"樱花径,仿古建筑,春日主题装置,梦呓花船,南墅泾码头,水岸花瀑布,香花桥旁,南市花街,蟠龙水集,程祠草坪,涵春鸟亭,水岸花坞,余德耀美术馆油菜花田",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
