评论,打分,积极评价要素词汇_1,积极评价要素词汇_2,积极评价要素词汇_3,积极评价要素词汇_4,积极评价要素词汇_5,积极评价要素词汇_6,积极评价要素词汇_7,积极评价要素词汇_8,积极评价要素词汇_9,积极评价要素词汇_10,积极评价要素词汇_11,积极评价要素词汇_12,积极评价要素词汇_13,积极评价要素词汇_14,积极评价要素词汇_15,积极评价要素词汇_16,积极评价要素词汇_17,积极评价要素词汇_18,积极评价要素词汇_19,积极评价要素词汇_20,积极评价要素词汇_21,积极评价要素词汇_22,积极评价要素词汇_23,积极评价要素词汇_24,积极评价要素词汇_25,积极评价要素词汇_26,积极评价要素词汇_27,积极评价要素词汇_28,积极评价要素词汇_29,积极评价要素词汇_30,积极评价要素词汇_31
苏州吴江震泽古镇的标志性建筑慈云夕照也是震泽古八景之一塔的历史最早可以追溯到三国赤乌十三年公元250年据说是和孙尚香有关建的是望夫塔望的是刘备但是建安十六年公元211年孙尚香是自己回到东吴的三年后刘备就改娶她人了之后的记载就是南宋时重建此塔目前的塔的下三层确是宋制其它就是明代万历年重建的尤其是铁质塔刹图[五R]能找到明代修缮时的铸刻文字和众多江南古建筑一样塔所在的慈云寺于1860年毁于兵灾唯塔独存慈云寺的寺庙建筑基本都是近代新建的上世纪60-80年代一度被作为粮库至今后院还能找到当年的粮仓图[八R]现在的吴江粮管所就在寺庙附近,1,"慈云夕照,古八景,塔,三国赤乌十三年,公元250年,孙尚香,望夫塔,刘备,建安十六年,公元211年,南宋,重建,明代万历年,铁质塔刹,铸刻文字,江南古建筑,慈云寺,1860年,兵灾,近代新建,粮库,吴江粮管所",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
.Hi~  我是江南君~这是我第5??篇推荐江浙沪冷门古镇的笔记前面四篇分别去了湖州南浔双林古镇丽水缙云河阳古民居绍兴诸暨斯宅村和苏州吴江震泽古镇这次的锦溪古镇是我收藏了三年的地点终于在前段时间完成了打卡.其实锦溪古镇并不算很小众但当我走进古镇的时候也确实发现好像游客也没有那么多锦溪古镇是一个拥有两千多年历史的江南水乡古镇如今仍是一片欣欣向荣且具有生活烟火气闲暇之余的本地人也会漫步古镇或者湖边桥上聊聊家常.街巷依水古桥联袂这里有着典型的小桥流水景观可以乘坐一艘摇橹船沿河欣赏两岸的江南风光但吸引我的正是那横卧在碧波之上的古莲桥荷叶铺天盖地廊桥平整温婉唯美至极.??推荐打卡古莲桥莲池禅院陈妃水冢文昌阁十眼桥.??苏州昆山市锦溪古镇??自驾可直接导航至古镇景区附近都有停车场?????大巴可坐到锦溪客运站公交车在锦溪站下车??景区无门票个别景点可单独购票??建议游玩时间3-4小时.,9,"古镇,游客不多,两千多年历史,江南水乡,生活烟火气,本地人,湖边桥上,家常,街巷依水,古桥,小桥流水,摇橹船,江南风光,古莲桥,荷叶,廊桥,温婉,唯美,打卡,莲池禅院,陈妃水冢,文昌阁,十眼桥",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??柴米多稻田咖啡馆2020年我们从大理来到苏州震泽在这里建立起了一座生态农场?????配套民宿餐厅咖啡馆自然教育中心无论是打卡拍照乡野散心溜娃溜狗都可以玩上一整天绝对chill-??建在稻田上的咖啡馆拥有绝佳的观景面横向延展的屋檐大大的落地窗放眼望去是一望无际的稻田风景不输大理喜洲??咖啡馆的特色饮品当然离不开大米创意咖啡一杯稻田将咖啡浓缩农场生态米乳大米冰淇淋组合在一起可以随心搭配小朋友也能吃上一口美味的gelato??我们倡导可持续生活的理念咖啡渣再利用废木板二次利用自带杯满减店里处处可见环保零浪费的细节??空间中央的玻璃罐中自酿康普茶带来发酵的科普??书架上放满了关于乡村自然植物的书籍可供借阅??宠物友好进门可以看到pidan的宠物友好物料包毛孩子来稻田边可以肆意蹦跑累了也可以和主人一起在室内休息??傍晚可以走进稻田穿过小树林来到湖边在满满下落的夕阳里感受偷得浮生半日闲的快乐-??导航苏州震泽众安桥村柴米多农场??距离上海/杭州开车1.5小时车程?周边有震泽古镇自驾15分钟可达图片转自@柴米多生产生活,10,"柴米多稻田咖啡馆,生态农场,民宿,餐厅,咖啡馆,自然教育中心,打卡拍照,乡野散心,溜娃,溜狗,稻田,观景面,屋檐,落地窗,风景,创意咖啡,农场生态米乳,大米冰淇淋,gelato,可持续生活,咖啡渣再利用,废木板二次利用,自带杯满减,环保零浪费,玻璃罐,康普茶,发酵科普,书架,乡村自然植物书籍,借阅,宠物友好,pidan,毛孩子,夕阳,偷得浮生半日闲,苏州震泽众安桥村,上海,杭州,震泽古镇",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
走遍苏州之郑鼎丰黑豆腐干冒着生命危险在震泽古镇买了两家的黑豆腐干做了一次评测果然还是现做好的好吃一点,7,"震泽古镇,黑豆腐干,现做",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
看看咖啡豆怎么和姑姑介绍苏州的美食??还懂得太湖三白还有乾隆下江南喝过的四碗茶不愧是在苏州生活的咖啡豆??,8,"咖啡豆,姑姑,苏州,美食,太湖三白,乾隆,四碗茶",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
最近在整理去年夏天去瑶里古镇的照片我喜欢这种回顾旅行时故地重游的感觉许多模糊的回忆逐渐清晰起来小镇不大暮色漫过廊檐时檐角风铃忽然晃了一下看晚霞把河水染成陈年黄酒的颜色对岸木窗里亮起几盏灯笼像是谁随手撒落的红莲子在渐暗的天色里浮沉记得那日的黄昏船夫的竹篙在石埠头磕出闷响乌篷船吃水很浅船尾漾开的波纹将倒映的白墙青瓦揉成湿漉漉的油画竹篙起落时带起细碎的水声像极了小时候奶奶摇蒲扇的节奏船过石桥的刹那桥洞突然飘来油爆河虾的香气混着水腥气的晚风里竟尝出几分故园炊烟的味道随意挑中的餐馆藏在窄巷深处老木门吱呀作响时天井里的栀子正开得汹涌夜露初降时踱回客栈青石板沁着凉意月光在石缝间游走如银鱼拐角处遇着白日里撑船的船夫正蹲在河埠头补渔网见到我便咧嘴笑出缺牙这样的相识倒叫人分不清是初遇还是重逢廊下的红灯笼暗了又明打更人的梆子声游过十二道石阶枕着潺潺水声入眠时恍惚听见竹篙点水的声响像是某段被河水浸透的童谣在记忆深处轻轻摇晃,10,"古镇原貌,商业水平不高,童年的梦,故地重游,回忆清晰,小镇,暮色,风铃,晚霞,河水,灯笼,黄昏,竹篙,乌篷船,波纹,油画,水声,蒲扇,桥洞,油爆河虾,水腥气,炊烟,餐馆,窄巷,老木门,天井,栀子,夜露,青石板,月光,石缝,银鱼,船夫,渔网,相识,初遇,重逢,红灯笼,梆子声,石阶,水声,竹篙点水,童谣,记忆",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
震泽古镇新开了一家集合丝绸包包真丝四件套真丝原创手绘围巾真丝睡衣等等许多丝绸产品价格良心晚上散步闲逛来古镇旅游的人都不要错过可以进来逛逛哟最近开业还有优惠活动哟两位数带走丝绸拖鞋?真丝围巾,8,"丝绸,价格良心,优惠活动",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
导航到禹迹路停车场离古镇很近往里开后面有一大片停车位停车免费午餐可以网红震泽老严卤菜馆人很多要排队有位子的话赶紧吃了吧河边都是茶座推荐四碗茶楼靠窗位美滴很还有打卡仁昌顺油墩子和萝卜丝饼不是一样东西不信去尝尝油墩子可是有甜有咸就是没有萝卜丝[偷笑R]景点的话一定要去师俭堂虽然要三十的门票70以上免票进去就觉得很值太美太出片了人还不多极其推荐PS四碗茶楼附近的豆花点心店也不错哈,9,"古镇,停车免费,网红震泽老严卤菜馆,茶座,四碗茶楼,靠窗位,仁昌顺油墩子,萝卜丝饼,师俭堂,豆花点心店",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
??苏州市吴江区宝塔街111号??免费??震泽老街停车场寺位于老街中部步行至?08:00-1700??寺门西有素面馆??拍摄时间2024.11.28提醒目前寺庙部分殿宇正在修缮中?慈云禅寺始建于宋朝坐落于风景秀丽的震泽古镇东面寺塔一体娴静优雅古朴安宁门前为宽阔的頔(d)塘河禹迹桥横跨其上气宇轩昂步入庭院慈云寺塔玲珑清秀其别称望夫塔背后那段深情坚贞的故事亘古流传 孤塔插晴空突兀绝依附片云自西来与塔相回互这是震泽古镇对外秀美的名片更是古镇游子的乡愁所系?塔后的汉白玉观音像身姿挺拔俯视众生大雄宝殿巍峨矗立气势磅礴 殿前为清乾隆年间的洗钵池如逢夏日莲花竞放鱼戏其中给寺院增添了一番灵气这里还曾出土十八尊明代文物石身古罗汉?漫步老街挑了个临窗靠河的座位一碗网红蛋黄馄饨热气腾腾给冬日抹上了暖意玫瑰定胜糕软糯香甜唇齿留香这流水悠悠匆匆过谁能将它片刻挽留頔(d)塘河水生生不息源源不断?,1,"免费,頔塘河,禹迹桥,慈云禅寺,望夫塔,汉白玉观音像,大雄宝殿,洗钵池,莲花,明代文物石身古罗汉,网红蛋黄馄饨,玫瑰定胜糕,頔塘河水",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
隶属于苏州工业园区的胜浦三宝水乡服饰宣卷山歌与早已成为江南特色的昆曲评弹相比小众到只有本村人知道也希望有一天可以在古镇小河里看到水乡的妇女摇橹湖面上哼唱出苏州水乡原来的模样图1和2来自网络,6,"古镇原貌,水乡服饰,宣卷山歌,小众,本村人,小河,水乡妇女,摇橹,湖面,哼唱,苏州水乡",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
事后想想觉得自己真的很头铁牛马眼中只有假期没有节日谁懂??不过也是被我发现节假日避开人群的小众地方了老房子的真的很有味道 民宿是明清时期榫卯结构的老宅改造的 院子里似乎还有原主人的后代在住 真的有和古镇深入交流的体验 当时只惊讶于这些老物件被保存的如此完好并没有觉得害怕哈??老房子唯一的弊端就是隔音了 不过保留了木构架没办法做现浇楼板和隔音层也是可以理解 木构柱加固的做法还挺有意思的 旧的柱子两侧加了两根木柱 房梁和雕花是重新组合过的 上面还留着以前的使用痕迹感觉真的很奇妙可能是为了加固也可能是为了做地暖地基是局部下挖过的真的很好奇施工过程建筑牲职业病犯了一楼的房间很大就是布局有点怪怪的 可能是床对着入户门设施还可以 早餐一般般,7,"老房子,很有味道,明清时期,榫卯结构,老宅,院子,原主人,后代,深入交流,老物件,保存,木构架,隔音层,木构柱加固,旧的柱子,木柱,房梁,雕花,使用痕迹,奇妙,加固,地暖,地基,局部下挖,施工过程,建筑牲职业病,房间,布局,床,入户门,设施,早餐",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[向右R][向右R][向右R]这三个免费苏州古镇好逛又好吃????今天去了这三个古镇都是在苏州市吴江区距离市区都比较远单程开车也要2小时了不过真的来对啦????每个古镇门票免费的??????停车场都很大也很好停车停车都是免费的哦??游客少太多啦可以放心的去拍照打卡好像大家都是在市区里面拍写真何不换个想法来这里呢每一帧画面都好美????比园林人挤人强太多[拔草R][拔草R]都很适合带着宝宝一起去哦还能科普很多东西边吃边逛边学习这才是旅游的意义呀[拔草R][拔草R]对比其他园林这些古镇都不大的沿着主线走一走就可以[一R]震泽古镇桑蚕很有名是以太湖的古名命名里面茶馆很多的哦生活节奏慢可以点一壶茶水坐一下午茶水物价适中惬意的嘞图二到图六????推荐美食老严卤菜馆仁昌顺阿婆团子四碗茶楼[二R]平望古镇知道的人并不是很多导航的时候都找不到地址要导航到他实在是让我惊喜切实的感受到古代文明社会每一步都是一个故事强推特别是有两个古桥????安德桥和安民桥答应我一定要去看看好吗图七到图十二[啤酒R][啤酒R]推荐美食查氏糕团店徐家糕点王氏餐馆[三R]黎里古镇是繁花作者金氏家族的故乡也是柳亚子的故乡科普的话在我前面的笔记不赘述很典型的小桥流水江南水乡漫步其中生活气息浓郁不自觉的就会被感染到图十三到图十七[生日蛋糕R][生日蛋糕R]推荐美食冯记油墩王记辣脚协顺兴老街套肠虽然每个古镇都有自己的营业时间??基本都是09:00-16:30但是到了时间的话只是周边商铺陆续停止营业付费小景点看不了其他其实不受影响但是游客相对更少啦也是别有一番风味哒[赞R][赞R]????夏天傍晚大家一定要注意驱蚊啊实在是防不住,9,"免费,好逛,好吃,距离市区远,来对,门票免费,停车场大,好停车,停车免费,游客少,拍照打卡,画面美,人挤人,带着宝宝,科普,边吃边逛边学习,旅游意义,古镇不大,主线走,震泽古镇,桑蚕,茶馆多,生活节奏慢,茶水,物价适中,惬意,平望古镇,古代文明社会,安德桥,安民桥,黎里古镇,繁花,金氏家族,柳亚子,小桥流水,江南水乡,生活气息浓郁,营业时间,周边商铺,付费小景点,别有一番风味",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
崇仁古镇的历史可追溯至三国时期历经千年风雨形成了今日独特的文化景观这些古老的建筑不仅展现了独特的建筑风格还承载着浓厚的地方文化.崇仁镇的本地人多姓裘这个家族的历史可以追溯到西晋时期裘睿随晋元帝南渡隐居于婺州后代裘氏逐渐在此扎根历经十三朝家族不断壮大因崇尚仁义裘氏在北宋熙宁年间将所居之地命名为崇仁他们的历史在这里交汇成为理解崇仁文化的关键.在崇仁古镇的众多古建筑中玉山公祠是最为壮观的一座公祠始建于清乾隆辛亥年至今已有百余年历史公祠的布局气势恢宏占地近千平方米拥有照墙天井戏台正厅连廊等部分展现了传统建筑的精髓墙上的雕刻细腻精美既有吉祥的花木象征着生生不息也有瑞兽祥禽代表着如意平安.玉山公祠不仅是裘氏家族的宗祠更是崇仁古镇文化的缩影其创始人裘佩锡白手起家成为裘氏家族的首富至今公祠仍是裘氏家族后人追溯祖德纪念先贤的重要,10,"崇仁古镇, 历史, 三国时期, 千年风雨, 文化景观, 古老建筑, 建筑风格, 地方文化, 裘氏家族, 西晋时期, 晋元帝南渡, 崇尚仁义, 北宋熙宁年间, 玉山公祠, 清乾隆辛亥年, 百余年历史, 布局气势恢宏, 占地近千平方米, 照墙天井戏台正厅连廊, 传统建筑精髓, 墙上雕刻, 细腻精美, 吉祥花木, 生生不息, 瑞兽祥禽, 如意平安, 宗祠, 文化缩影, 裘佩锡, 白手起家, 裘氏家族首富, 追溯祖德, 纪念先贤",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
误入这座小镇想起那句复行数十步豁然开朗江南的小镇大多如此但少了一些商业开发更能凸显小镇独有的气质,8,"小镇,商业开发,小镇独有的气质",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
来的路上路过京杭大运河平望段估计小家伙到古镇近距离看运河也没感受到什么??这个古镇人好少只有几十个游客??,3,"古镇,人好少,几十个游客",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
