评论,打分,积极评价要素词汇_1,积极评价要素词汇_2,积极评价要素词汇_3,积极评价要素词汇_4,积极评价要素词汇_5,积极评价要素词汇_6,积极评价要素词汇_7,积极评价要素词汇_8,积极评价要素词汇_9,积极评价要素词汇_10,积极评价要素词汇_11,积极评价要素词汇_12,积极评价要素词汇_13,积极评价要素词汇_14,积极评价要素词汇_15
你一句春不晚我就到了真江南一直对乌镇魂牵梦萦这次终于圆梦啦回来就迫不及待整理这份攻略希望能帮到想去乌镇的宝子们???交通指南1. 飞机周边萧山国际机场上海浦东国际机场上海虹桥机场都有到乌镇的机场大巴车程大概1.5小时2. 高铁坐到桐乡高铁站出站后乘K282公交到乌镇汽车站再换乘K350就能到东栅或西栅景区3. 自驾自驾很方便景区有多个停车场停车不愁??门票??? 西栅150元/人? 东栅110元/人? 联票190元/人学生可享半价优惠??建议时间有限的话不用买联票一天逛不完两个景区第2??天就作废啦除非入住景区内可多次进出??打卡景点??西栅景区1. 木心美术馆门票20元周一闭馆文艺青年必打卡这里有木心先生的众多画作和文学作品虽然馆内不能拍照但能让你沉浸式感受艺术的魅力2. 老邮局复古氛围感拉满从前车马很慢书信很远一生只够爱一个人在这儿寄张明信片给未来的自己或远方的朋友超有意义3. 草木本色染坊蓝印花布随风飘扬拍照出片还能体验传统扎染技艺带走一份纪念品4. 白莲塔乌镇标志之一登上塔顶可以俯瞰整个西栅景区的美景尤其是傍晚时分落日余晖洒在水面上美到让人失语??东栅景区1. 茅盾故居文学爱好者必打卡走进课本里的记忆感受一代文豪的成长足迹2. 宏源泰染坊和西栅染坊不同这里更具生活气息可以看到蓝印花布从制作到晾晒的全过程3. 皮影戏馆上午9:00 - 11:00下午13:00 - 15:00有表演每半小时一场近距离感受非遗文化的魅力很有意思??拍照小技巧1. 穿搭建议穿浅色系的古风服装和水乡的氛围更搭分分钟拍出古风美照2. 道具准备一把油纸伞或透明雨伞既实用又能当拍照道具出片率??3. 拍摄时间清晨和傍晚的光线柔和拍出来的照片氛围感十足晚上的西栅灯火阑珊也是拍照的好时机哦,9,"乌镇, 春不晚, 真江南, 圆梦, 木心美术馆, 文艺青年, 老邮局, 复古氛围, 草木本色染坊, 传统扎染技艺, 白莲塔, 落日余晖, 茅盾故居, 宏源泰染坊, 生活气息, 皮影戏馆, 非遗文化, 古风服装, 油纸伞, 清晨, 傍晚, 西栅, 灯火阑珊",,,,,,,,,,,,,,
碎雨穿过檐角垂落的梨花新市茶馆一杯绿酒乌篷轻摇花影与橹声梨雪与茶烟寂美悠适治愈听我的来窄窄的古老的河道边在新中式风格的茶馆喝上一壶热茶发上一天呆所有的事物都会变得美好你好湖州,9,"碎雨,檐角,梨花,新市茶馆,绿酒,乌篷,花影,橹声,梨雪,茶烟,寂美,悠适,治愈,窄窄,古老,河道,新中式风格,热茶",,,,,,,,,,,,,,
风啊水啊一顶桥[打卡R]地点木心美术馆??地址嘉兴市桐乡市乌镇西栅1508号乌镇西栅景区进入景区后的首个景点就是木心美术馆[薯券R]预约方式线下/线上买票票价20元乌镇西栅票价150买票才能进去哦??开放时间夏令9:00-17:30冬令9:00-17:00闭馆前半小时停止售票周一闭馆??交通路线杭州出发1大巴??直达乌镇西栅巴巴快巴小程序买票2高铁转公交高铁到达桐乡站公交K281K282到达乌镇汽车站???????展览感受直线线条条形的混凝土墙面是我站在木心美术馆门前的第一眼印象美术馆里存放了很多木心的手稿与画作印象比较深的是存放他在监狱中创作的展厅展厅结构简单光线昏暗整个展厅中的光源主要来自展品上的那一束光站在展柜前展柜里的纸面不大但却密密麻麻的写满了字要很仔细的才能看清上面的内容一路向前走看到几排座位面朝水面适合发呆一面光透过玻璃照下来被窗前的线条划开成为平行的小方块地下有年度特展萧邦之心展出了很多萧邦相关的内容在入口处的文创商店买了个冰箱贴然后向前出发进入乌镇,8,"古镇原貌,商业水平不高,童年的梦",,,,,,,,,,,,,,
店里裙子都好好看 着急买了一件成品 下次有时间再来自己动手做一条,9,"裙子,好看,成品,自己动手做",,,,,,,,,,,,,,
乌镇玩两天真的绰绰有余感觉早上早点出发一日游玩完西栅+东栅都没太大问题但是乌镇的精华体验绝对是在西栅景区里住一晚然后早上起床美美地在河边吃一顿早餐看着绿水悠悠行舟划过真的超度假超值[色色R][色色R]分享我的行程攻略????周六1??下午14点上海出发17点多到西栅游客中心早上睡到自然醒然后打个顺风车120??浦东直接送到西栅景区门口浦东坐高铁太累了懒人直接顺风??上海-乌镇实际开车只要两小时很近2??17-18点买门票办理入住托运行李坐车??办理入住我定的景区里的乌镇民宿景区里的所有酒店/民宿都被统一管理了都是在游客中心办理入住然后行李可以直接给前台帮你托运到对应的酒店民宿价格370??一晚大床房??买门票门票直接现场买的住景区里的话门票是有优惠的我买的东西栅联票150??感觉还是蛮贵的原价西栅150东栅110东西栅联票190??住宿优惠价西栅120东栅90东西栅联票150????托运行李都办理完后把行李给前台的托运处退房的时候行李也可以直接扔民宿然后让老板帮你托运寄存到游客中心我感觉还蛮方便的??坐车进景区检票处会告诉你哪里坐摆渡车然后告诉司机你住的地方他就给你送到如果行李都托运掉了也可以不坐车慢悠悠逛进去3??18-24点吃饭逛街西栅景区里也是有很多小景点的但是晚上大多数都关门了推荐一些吃喝玩的?酒吧街逛到这块的时候里面有乐队唱着民谣很有感觉可以吃点东西喝点小酒or饮料听歌还挺舒适的而且也都没那么贵可能食物不会特别好吃但也不会特别差主要还是体验个放松的氛围?右侧整条街可以直接逛下来有很多小吃店排队很多人比如桥里桥烧饼铺永平糕点铺米滋啦啦油煎铺萝卜丝饼书生羊肉默默的家都是有名的网红店想体验特色直接看哪里人多排上去就行?景区外西栅景区外面也有超多吃的比景区里好吃而且价格便宜一半我直接逛出去吃了景区门口一家寻坞水宴两百块上了9个菜性价比超级高味道也超级好.周日篇幅限制字数不够啦??见乌镇合集下一篇??????,9,"乌镇,西栅,东栅,景区,民宿,行李托运,门票优惠,酒吧街,小吃店,网红店,寻坞水宴,性价比,味道",,,,,,,,,,,,,,
一直很好奇乌镇所谓的楚门的世界是什么样子去了以后发现确实有种和外面的世界不一样的感觉是和原始古镇不一样的和谐这次只去了西栅镇上除了酒吧之类的商铺晚上基本到了9点多的下班时间就都关门了走在街上很少有主动招揽客人的商家有些商店甚至能看到店员或是老板微微的班味住在乌镇里是很方便的进了景区直接到前台办理行李托运会有专门的工作人员把行李派发到预定的酒店里因为没有提前太多天预订我们订了临安客栈的景观房整体入住体验还是蛮不错的如果住到临水客栈应该会有别样的体验需要住临水的房间的话估计得提前一个周预订要是像五一国庆这样的节假日恐怕还要更早一些入口不远处的酱缸修船的老人能感觉得出来公司在努力营造乌镇原有的古朴感虽然少了点烟火气却给乌镇带来了秩序和宁静其实我觉得住在镇上主要是为了行动方便中午才到的话不用来回往返景区逛累了就可以回客栈如果不嫌折腾和麻烦的话住在小镇外也是不影响体验的因为到了晚上还是有很多游客早上除非能八点以前起来否则游客也是蛮多的---另外在临安客栈吃早餐的时候发生了不愉快的小插曲吃早餐的地方在水边刚好有一个桌子空出来只是桌面还有食物残渣没有打扫我温和礼貌地问旁边打扫的服务人员你好可以先帮我们擦一下这张桌子吗不知道是因为我太礼貌还是因为我穿着打扮比较像学生党那个服务员非常不耐烦地等一下然后一直在打扫没有客人坐的桌子像是故意不给我们打扫一样去到打豆浆的地方和服务人员说要一碗加糖的豆浆结果也是直接打了一杯原味豆浆摆在那里不理人也不提示在哪里加糖本来想算了但是回到座位上真是越想越气想到自己刚才态度礼貌温和却换来这样的对待我就拍了那个态度差的服务员照片和她的工牌打算和酒店投诉后来餐饮的负责人听到其他服务人员说我要投诉才急忙赶过来和我解释并表示会反馈处理给了我小礼品表示抱歉突然想到之前看到的一个帖子就是有时候在某些人面前你的礼貌温和会被那些人当做是一种低姿态气场弱默认为你好欺负好说话他们会对难缠没礼貌的人恭恭敬敬反倒想要踩在看起来温和礼貌的人头上这就是所谓的拔刀向弱者吧,7,"楚门的世界,原始古镇,和谐,商铺,关门,主动招揽客人的商家,商店,店员,老板,班味,住在乌镇,景区,前台,行李托运,工作人员,酒店,临安客栈,景观房,入住体验,临水客栈,别样的体验,预订,临水的房间,入口,酱缸,修船的老人,公司,古朴感,烟火气,秩序和宁静,住在镇上,行动方便,中午,来回往返景区,逛累了,回客栈,住在小镇外,游客,八点以前起来,临安客栈,吃早餐,水边,桌子,食物残渣,服务人员,礼貌,穿着打扮,学生党,不耐烦,打扫,客人,豆浆,加糖,原味豆浆,提示,拍照片,工牌,投诉,酒店,餐饮的负责人,其他服务人员,解释,反馈处理,小礼品,抱歉,帖子,礼貌温和,低姿态,气场弱,好欺负,好说话,难缠没礼貌的人,恭恭敬敬,踩,温和礼貌的人,拔刀向弱者",,,,,,,,,,,,,,
漂浮歌后在第十一届乌镇戏剧节寻歌漫游浪漫值拉满...,8,"漂浮,歌后,乌镇戏剧节,寻歌,漫游,浪漫值,拉满",,,,,,,,,,,,,,
??来了乌镇怎能不逐一解锁这些必打卡的仙境之地呢?? 下面这份超实用攻略带你走进江南水乡的温柔怀抱??-1?? 木心美术馆??走进艺术的殿堂感受木心先生笔下的诗意世界每一幅画每一行诗都是对美的极致追求????-2?? 草木本色染坊??亲眼见证传统工艺的魅力那一抹抹蓝是大自然蕞纯粹的色彩仿佛能闻到千年前的芬芳??-3?? 月老庙??情侣们的圣地祈求红线相牵缘定三生让爱情在古韵中更加甜蜜??-4?? 水上集市??乘船穿梭于市集间体验一把人在画中游的意境琳琅满目的手工艺品让人目不暇接???-5?? 乌镇老邮局??寄一张明信片给自己或远方的朋友让这份古老的浪漫穿越时空抵达心间????-6?? 茅盾纪念馆??走进文学巨匠的故居探寻子夜背后的故事感受文字的力量与温度????-7?? 白莲塔??登塔远眺整个乌镇尽收眼底夕阳下的塔影美得让人心醉????-8?? 邵明书院????沉浸在书香墨韵中仿佛能听到古代学子的朗朗读书声心灵得到一次文化的洗礼????-9?? 西栅夜景??夜幕降临西栅的灯火阑珊每一盏灯都像是诉说着古老的故事漫步其中仿佛穿越回了那个梦里的江南????-,10,"木心美术馆,诗意世界,草木本色染坊,传统工艺,月老庙,缘定三生,水上集市,人在画中游,乌镇老邮局,古老浪漫,茅盾纪念馆,文字的力量,白莲塔,夕阳塔影,邵明书院,书香墨韵,西栅夜景,灯火阑珊,梦里的江南",,,,,,,,,,,,,,
以下摘自网友纤手弄青梅的文章木心1927年出生在乌镇的一个世家本名孙璞笔名木心用陈丹青的话说他是乌镇的公子从小他学钢琴读诗经十九岁开始学画是林风眠先生的门生他外表俊逸家庭富裕当年想必很招女孩子喜欢偏偏造化弄人这样一个才华与颜值兼具的人竟是孑然一身走完人生路我常想如果没有岁月的坎坷他应该会有一个美满的家庭儿孙绕膝吧可惜人生没有如果木心在黄金年龄经历了三次牢狱之灾曾被关在防空洞里十八个月不见天日寻常人估计不死也得失心疯而他不仅是个天才还是个勇士他仍然在创作用写坦白书的纸写了六十五万字的狱中笔记他的格言是你要我毁灭我偏说不1982年木心旅居美国迎来了美术与文学的创作丰收期他的作品被大英博物馆耶鲁大学收藏蜚声海外信步美术馆像走在时光隧道看他的画作精微深邃又神秘粗看山非山水非水仔细再看却又山是山水是水他用的材质和画法都很特别问了美术馆的工作人员才知道这叫做转印画融合了水墨画与油画的技法是木心先生的独创查了一下转印画的制作大致是先在玻璃或类似材质上涂满水与色彩用纸覆盖其上翻转后趁着纸面上湿濡流溢的水渍斑痕即兴演成各种图案图形所以木心的画被称为超现实风景画看木心先生的文学手稿密密麻麻的墨迹先让人心里一热仿佛心血与墨迹天然相通如果说他的文学像他的背影衣袂飘然神仙风采那他的那些俳句就像他的眼睛深刻幽默尖锐他说看清世界的荒谬是一个智者的基本水准看清了不是感到恶心而是会心一笑他说生命好在无意义才容得下各自赋予它意义假如生命有意义却不合我的意那才尴尬他说时间不是药药在时间里,8,"古镇原貌,商业水平不高,童年的梦",,,,,,,,,,,,,,
在乌镇??,5,古镇原貌,商业水平不高,童年的梦,,,,,,,,,,,,
熬夜精心准备的乌镇必去景点攻略来啦准备出游的小伙伴们记得收藏哦??-??草木本色染坊这里既能观赏蓝印花布的制作工艺又能拍出美美的照片??还有机会亲自体验一番呢-??木心美术馆美术馆内主要展示木心先生的艺术作品???其简约风格与木心先生的美学理念相得益彰绝对值得一游-??乌镇邮局这家邮局一直营业至今从前车马很慢书信很远一生只够爱一个人寄一张明信片给远方的爱人吧??-??茅盾纪念馆由茅盾故居立志书院和文昌阁三部分组成通过实物图片和文字等形式全面展示茅盾的成长历程革命经历和文学成就-??摇橹船乘坐摇橹船在江南水乡河道中摇曳既能感受水乡韵味又能欣赏古镇美景真是别有一番风味??-??水上集市这里充满了人间烟火气傍晚时分灯光柔和拍照效果极佳白天在河边茶馆小憩品味茶香悠闲自在-?昭明书院这座江南古建筑曾是昭明太子读书的地方如今已改为书院内有讲堂图书馆书画馆等文化气息浓厚-??白莲塔古镇中的标志性建筑高耸入云的白莲塔登上塔顶可以俯瞰京杭大运河与西栅的船影但需在五点前登顶哦-?乌镇大剧院大剧院犹如一朵盛开的并蒂莲坐落在元宝湖畔建筑风格独特拍照效果绝佳-小伙伴们快来乌镇开启一场难忘的旅行吧??让我们一起在这里留下美好的回忆??-,9,"草木本色染坊,蓝印花布,制作工艺,照片,体验,木心美术馆,艺术作品,简约风格,美学理念,乌镇邮局,营业至今,明信片,茅盾纪念馆,故居,立志书院,文昌阁,实物,图片,文字,成长历程,革命经历,文学成就,摇橹船,江南水乡,河道,水乡韵味,古镇美景,水上集市,人间烟火气,灯光,河边茶馆,茶香,昭明书院,江南古建筑,昭明太子,讲堂,图书馆,书画馆,文化气息,白莲塔,标志性建筑,高耸入云,京杭大运河,西栅,船影,乌镇大剧院,并蒂莲,元宝湖畔,建筑风格,拍照效果",,,,,,,,,,,,,,
